project_name,oneliner,project_namespace,project_url,topics,rubric,last_update,stargazers_count,dominating_languages,organization,languages,homepage,created,license,total_commits_last_year,last_issue_closed,issue_labels,good_first_issue,contributors,organization_avatar,funding
navitia,"An open source web API, initially built to provide traveler information on urban transportation networks.",CanalTP,https://github.com/CanalTP/navitia.git,"public-transportation,navitia,open-api,journey-planner,gtfs,trip-planner,mobility,mobility-as-a-service,trip-planning",Mobility and Transportation,"2021/10/15, 07:51:44",364,C++,CanalTP,"C++,Python,CMake,Shell,C,Scala,Mako,HTML",https://www.navitia.io/,"2013/06/19, 15:34:30",AGPL-3.0,773,"2021/10/14, 15:49:08","++data_version,bina_required,bug,ci_tests,dependencies,do_not_merge,documentation,duplicate,enhancement,hotfix,interface,internal_feature,invalid,merge_after_release,modify_db,not_in_changelog,ok_to review,ok_to_merge,places,pt_planner,pt_referential,pt_schedule,python,question,real_time_and_perturbation,schema,street_planner,traveler_profil,waiting,wontfix",0,60,https://avatars.githubusercontent.com/u/2743985?v=4,
mobility-data-specification,A data standard to enable communication between mobility companies and local governments.,openmobilityfoundation,https://github.com/openmobilityfoundation/mobility-data-specification.git,"mds,scooters,cities,carshare,bikesharing,scooter-sharing,mobility-as-a-service,bike-share,bike-sharing",Mobility and Transportation,"2021/09/24, 15:39:12",549,Python,openmobilityfoundation,Python,https://www.openmobilityfoundation.org/about-mds/,"2018/05/03, 18:21:02",CUSTOM,189,"2021/09/24, 15:57:56","admin,Agency,beta,bug,discussion,documentation,duplicate,enhancement,Geography,JSON Schema,Metrics,minor update,Modes,OMF transfer,Policy,privacy,Provider,question,security,State Machine,wontfix",0,80,https://avatars.githubusercontent.com/u/52187191?v=4,
OpenConcept,A toolkit for conceptual MDAO of aircraft with unconventional propulsion architectures.,mdolab,https://github.com/mdolab/openconcept.git,,Mobility and Transportation,"2021/06/07, 13:59:31",18,Python,mdolab,Python,,"2018/06/28, 17:01:48",MIT,2,"2021/03/01, 20:20:15","bug,discussion,documentation,duplicate,enhancement,good first issue,help wanted,installation,invalid,maintenance,question,stale,wontfix",0,4,https://avatars.githubusercontent.com/u/26934866?v=4,
Open Charge Map,The global public registry of electric vehicle charging locations.,openchargemap,https://github.com/openchargemap/ocm-system.git,,Mobility and Transportation,"2021/10/11, 14:26:33",63,C#,openchargemap,"C#,HTML,JavaScript,TypeScript,CSS,SCSS,Dockerfile",https://openchargemap.org,"2013/05/31, 08:48:24",MIT,43,"2021/09/29, 04:57:06","bug,dependencies,Discussion,duplicate,enhancement,help wanted,invalid,OCM API,OCM App,OCM Data Imports,OCM Map Widget,OCM Website,question,translation,wontfix",0,9,https://avatars.githubusercontent.com/u/2486335?v=4,
EVCC,An extensible EV Charge Controller with PV integration implemented in Go.,andig,https://github.com/evcc-io/evcc.git,"mqtt,golang,pv,wallbox,emobility,charger,wallbe",Mobility and Transportation,"2021/10/18, 06:08:37",324,Go,evcc-io,"Go,Vue,JavaScript,Dockerfile,Makefile,HTML,Smarty,CSS,Shell",https://evcc.io,"2019/12/06, 16:27:04",MIT,783,"2021/10/16, 14:08:50","bug,devices,documentation,duplicate,enhancement,help wanted,infrastructure,needs decision,pinned,question,stale,ux,wontfix",0,32,https://avatars.githubusercontent.com/u/81383504?v=4,
SteVe,"Provides basic functions for the administration of charge points, user data and RFID cards for user authentication and was tested successfully in operation.",RWTH-i5-IDSG,https://github.com/RWTH-i5-IDSG/steve.git,"steve,ocpp,java,emobility,chargingstation,mobility,smarthome",Mobility and Transportation,"2021/10/17, 09:07:00",251,Java,RWTH-i5-IDSG,"Java,CSS,JavaScript,Dockerfile",,"2013/09/05, 12:31:46",CUSTOM,193,"2021/10/17, 09:07:04","bug,dependencies,discussion,duplicate,enhancement,feature request,helpdesk,invalid,question,wontfix",0,11,https://avatars.githubusercontent.com/u/3355315?v=4,
RISE-V2G,The only fully-featured reference implementation of the Vehicle-2-Grid communication interface ISO 15118.,V2GClarity,https://github.com/SwitchEV/RISE-V2G.git,,Mobility and Transportation,"2021/10/14, 11:54:21",113,Java,SwitchEV,"Java,Batchfile,Shell",,"2017/07/20, 18:59:25",MIT,1,"2021/05/17, 15:15:01","bug,dependencies,duplicate,enhancement,help wanted,invalid,question,wontfix",0,11,https://avatars.githubusercontent.com/u/30324321?v=4,
simobility,A human-friendly Python framework that helps scientists and engineers to prototype and compare fleet optimization algorithms (autonomous and human-driven vehicles).,sash-ko,https://github.com/sash-ko/simobility.git,"mobility,mobility-modeling,autonomous-vehicles,optimization-algorithms,simulation-framework,simulator,ridesharing,fleet-management,python,ridehailing,transportation",Mobility and Transportation,"2021/08/15, 15:03:07",26,Python,,"Python,Makefile,Shell",,"2020/01/22, 18:23:34",MIT,40,"2020/12/29, 14:07:50","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,research,wontfix",0,2,https://avatars.githubusercontent.com/u/30324321?v=4,
Transportr,The public transport companion that respects your privacy and your freedom.,grote,https://github.com/grote/Transportr.git,"public-transportation,android-app,map",Mobility and Transportation,"2021/10/13, 12:50:02",740,Kotlin,,"Kotlin,Java,Python,Ruby,Shell",https://transportr.app,"2013/09/06, 10:00:57",GPL-3.0,30,"2021/09/03, 21:32:58","beginner job 🔰,bug 🐞,cla-signed ✔️,coverage 🗺️,duplicate ➿,enhancement 🏗️,invalid ❌,needs info ℹ️,priority 🚨️,question ❓,unresolved 🤛,upstream 🏞️,v1,wontfix 🚷",0,39,https://avatars.githubusercontent.com/u/30324321?v=4,
OneBusAway,The Open Source platform for Real Time Transit Info.,OneBusAway,https://github.com/OneBusAway/onebusaway-android.git,"android,onebusaway,java,public-transportation,transit,open-transit-software-foundation",Mobility and Transportation,"2021/10/17, 21:15:00",403,Java,OneBusAway,"Java,Kotlin,HTML,PowerShell,Python,Shell",http://www.onebusaway.org/,"2011/06/10, 01:07:10",CUSTOM,28,"2021/06/25, 14:02:30","accessibility,bug,duplicate,enhancement,iOS parity,won't fix,work-in-progress,your first PR",0,27,https://avatars.githubusercontent.com/u/1428806?v=4,
transitfeed,"A Python library for reading, validating and writing transit schedule information in the GTFS format.",google,https://github.com/google/transitfeed.git,,Mobility and Transportation,"2021/10/17, 09:25:07",628,Python,google,"Python,JavaScript,CSS,HTML,VBScript",https://github.com/google/transitfeed/wiki,"2014/09/15, 15:16:32",Apache-2.0,0,"2021/10/16, 08:29:50","App-FeedValidator,App-FeedVallidator,App-KmlWriter,App-Merge,App-ScheduleViewer,bug,Component-Logic,Component-UI,Difficulty-Easy,Difficulty-Hard,Difficulty-Medium,Difficulty-Moderate,duplicate,enhancement,help wanted,imported,invalid,Maintainability,OpSys-All,OpSys-Windows,Performance,question,Type-Other,Type-Task,Usability,wontfix",0,22,https://avatars.githubusercontent.com/u/1342004?v=4,
node-gtfs,"Import GTFS transit data into SQLite and query routes, stops, times, fares and more.",BlinkTagInc,https://github.com/BlinkTagInc/node-gtfs.git,"gtfs,node-gtfs,transit,transit-data,public-transportation,sqlite,geojson",Mobility and Transportation,"2021/10/17, 19:11:47",333,JavaScript,BlinkTagInc,"JavaScript,Shell",,"2012/02/13, 17:38:00",MIT,87,"2021/08/08, 17:49:09","dependencies,New Feature",0,30,https://avatars.githubusercontent.com/u/12618433?v=4,
Public Transport Enabler,Unleash public transport data in your Java project.,schildbach,https://github.com/schildbach/public-transport-enabler.git,"java,library,public-transportation,navitia,hafas,efa",Mobility and Transportation,"2021/10/17, 23:29:05",283,Java,,Java,https://groups.google.com/forum/#!forum/public-transport-enabler-discuss,"2013/05/27, 15:31:24",GPL-3.0,47,"2021/10/06, 20:32:26","bug,data,duplicate,efa,enhancement,hafas-hci,hafas-legacy,invalid,navitia,negentwee,question,wontfix",0,36,https://avatars.githubusercontent.com/u/12618433?v=4,
osm2gtfs,Turn OpenStreetMap data and schedule information into GTFS.,grote,https://github.com/grote/osm2gtfs.git,"openstreetmap,gtfs,schedule,public-transportation,python",Mobility and Transportation,"2021/07/26, 14:13:19",74,Python,,Python,,"2016/07/11, 21:07:57",GPL-3.0,0,"2020/12/15, 22:32:07","bug,do not merge,duplicate,enhancement,help wanted,High Priority,invalid,needs info,question,ready,wontfix",0,9,https://avatars.githubusercontent.com/u/12618433?v=4,
Quetzal,A modeling library designed for transport planning and traffic forecasts.,systragroup,https://github.com/systragroup/quetzal.git,,Mobility and Transportation,"2021/09/24, 19:48:26",21,Jupyter Notebook,systragroup,"Jupyter Notebook,Python,QML,Batchfile,Shell,HTML",,"2018/11/20, 08:30:37",CUSTOM,88,"2021/09/15, 10:16:05","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,6,https://avatars.githubusercontent.com/u/45179084?v=4,
quetzal_germany,A four step transport model for Germany using the quetzal transport modeling suite.,marlinarnz,https://github.com/marlinarnz/quetzal_germany.git,,Mobility and Transportation,"2021/09/01, 14:59:31",2,Jupyter Notebook,,Jupyter Notebook,,"2021/02/19, 15:12:46",MIT,25,"2021/09/15, 10:16:05","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/45179084?v=4,
MATSim,MATSim provides a toolbox to run and implement large-scale agent-based transport simulations.,matsim-org,https://github.com/matsim-org/matsim-libs.git,"matsim,transportation-planning,simulation,agent-based,agent-based-simulation,agent-based-model",Mobility and Transportation,"2021/10/15, 08:08:37",342,Java,matsim-org,"Java,TeX,JavaScript,Ruby,Makefile,CSS,HTML,Shell",www.matsim.org,"2015/07/28, 04:03:23",MIT,807,"2021/10/15, 11:23:55","automerge,bug,dependencies,duplicate,enhancement,help wanted,hermes,invalid,java 17,maintenance,performance,question,toBeReported,wontfix",0,68,https://avatars.githubusercontent.com/u/1541281?v=4,
NoiseModelling,A free and open source model to compute noise maps.,Ifsttar,https://github.com/Ifsttar/NoiseModelling.git,"emissions,orbisgis,propagation,acoustics,gis,modelling,noise,java,cnossos-eu,road-noise,train-noise",Mobility and Transportation,"2021/10/07, 15:40:09",68,Java,Ifsttar,"Java,Groovy,CSS,HTML,JavaScript",http://noise-planet.org/noisemodelling.html,"2012/07/12, 11:21:06",GPL-3.0,365,"2021/10/11, 08:34:18","bug,Comparisons,dependencies,documentation,enhancement,prioritary,question,v2.0,wontfix,WPS scripts",0,15,https://avatars.githubusercontent.com/u/7008647?v=4,
NoiseCapture,Android App dedicated to the measurement of environmental noise.,Ifsttar,https://github.com/Ifsttar/NoiseCapture.git,"measurements,noise-maps,collaborative-science,android",Mobility and Transportation,"2021/08/03, 08:59:20",48,Java,Ifsttar,"Java,Groovy,HTML,CSS,JavaScript,Scheme,Python,MATLAB",http://noise-planet.org/fr/noisecapture.html,"2015/03/25, 14:45:36",GPL-3.0,26,"2021/08/27, 08:56:31","App,bug,Database anomalies,duplicate,enhancement,gh-pages,help wanted,invalid,PlayStore Crash Report,question,Severity Critical,Severity Major,Severity Normal,Severity Trivial,Translation,wontfix",0,5,https://avatars.githubusercontent.com/u/7008647?v=4,
bikedata,Aims to enable ready importing of historical trip data from all public bicycle hire systems which provide data. Will be expanded on an ongoing basis as more systems publish open data.,ropensci,https://github.com/ropensci/bikedata.git,"bicycle-hire-systems,r,rstats,bike-hire,bicycle-hire,database,bike-data,r-package,peer-reviewed",Mobility and Transportation,"2021/05/21, 12:02:40",75,R,ropensci,"R,C++,TeX,C,Makefile,Shell",https://docs.ropensci.org/bikedata,"2016/12/12, 16:14:07",GPL-3.0,32,"2021/03/25, 11:20:45","bug,coz it oughta be done,duplicate,enhancement,future stuff,Hacktoberfest,help wanted,must do,perma-issue,question",0,9,https://avatars.githubusercontent.com/u/1200269?v=4,
CyclOSM,A CartoCSS map style designed with cycling in mind.,cyclosm,https://github.com/cyclosm/cyclosm-cartocss-style.git,"osm,cartocss,cycling,openstreetmap,map,tiles",Mobility and Transportation,"2021/10/12, 18:43:12",134,CartoCSS,cyclosm,"CartoCSS,Python,JavaScript,Shell,Dockerfile",https://www.cyclosm.org,"2019/01/23, 15:03:34",CUSTOM,118,"2021/10/17, 16:05:59","bug,duplicate,enhancement,good first issue,help wanted,high zooms,infrastructure,low zooms,medium zooms,new feature,pending,question,wontfix",4,11,https://avatars.githubusercontent.com/u/47216240?v=4,
Gym Electric Motor,An OpenAI Gym Environment for Electric Motors.,upb-lea,https://github.com/upb-lea/gym-electric-motor.git,"reinforcement-learning,openai-gym-environments,machinelearning,openai-gym,openai,gym-environment,pmsm,motor-models,converters,benchmark,electrical-engineering,electric-drive",Mobility and Transportation,"2021/10/04, 22:09:34",134,Python,upb-lea,Python,https://upb-lea.github.io/gym-electric-motor/,"2019/10/21, 14:04:01",MIT,237,"2021/09/17, 18:04:32","agenda/meeting,bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,12,https://avatars.githubusercontent.com/u/55782224?v=4,
BEAM,"The Framework for Modeling Behavior, Energy, Autonomy, and Mobility in Transportation Systems.",LBNL-UCB-STI,https://github.com/LBNL-UCB-STI/beam.git,,Mobility and Transportation,"2021/10/12, 15:21:44",115,Scala,LBNL-UCB-STI,"Scala,Jupyter Notebook,Python,Java,R,Batchfile,Shell,Dockerfile,Smarty,Makefile,JavaScript",,"2016/11/07, 20:38:29",CUSTOM,730,"2021/10/12, 01:44:26","AgentSim,Apply-Patch-From-Fork,Backlog,Bug,Competition,Dashboard,Deployment,Documentation,Draft,Epic,FollowUp,GEMINI-XFC,Highest Priority,In progress,Integration,Is This Still An Issue?,Low Priority,Maybe implement later,Medium Priority,MergeAfter15April2019,Micromobility,NYC,Performance,PhysSim,Review,RevisitLater,Router,Should we close it?,SMART 2.0,Testing,URGENT,USDemandPipeline,Visualization,Warmstart,Wishlist,WorkInProgress-DoNotMerge",0,41,https://avatars.githubusercontent.com/u/26527414?v=4,
multicycles,"Aggregates on one map, more than 100 share vehicles like bikes, scooters, mopeds and cars.",PierrickP,https://github.com/PierrickP/multicycles.git,"velib,freefloating,bike,bikesharing,bikeshare,mobike,bike-rental-services,lime,bird,voi,tier,api,carsharing,scooters,bikes,cars",Mobility and Transportation,"2021/09/27, 15:50:18",80,Vue,,"Vue,JavaScript,SCSS,Shell,Dockerfile,HTML",https://multicycles.org/,"2017/12/27, 09:43:15",MIT,35,"2021/09/21, 05:30:42","bug,dependencies,Dev website,Front,Ideas,Providers,question",0,7,https://avatars.githubusercontent.com/u/26527414?v=4,
pybikes,"Provides a set of tools to scrape bike sharing data from different websites and APIs, thus providing a coherent and generalized set of classes and methods to access this sort of information.",eskerda,https://github.com/eskerda/pybikes.git,,Mobility and Transportation,"2021/10/17, 08:51:23",465,Python,,"Python,Shell",https://citybik.es,"2010/07/16, 10:07:59",LGPL-3.0,11,"2021/10/17, 08:20:04","accepted,bug,experimental,feature",0,75,https://avatars.githubusercontent.com/u/26527414?v=4,
ChargyDesktopApp,"Chargy is a transparency software for secure and transparent e-mobility charging processes, as defined by the German ""Eichrecht"".",OpenChargingCloud,https://github.com/OpenChargingCloud/ChargyDesktopApp.git,"transparency,eichrecht,electron,chargy,smartmetering,evroamingdeluxe,premiumeichrecht,evroaming,e-mobility",Mobility and Transportation,"2021/10/07, 00:12:22",6,JavaScript,OpenChargingCloud,"JavaScript,TypeScript,SCSS,HTML,CSS,Shell",,"2018/11/29, 21:52:31",AGPL-3.0,23,"2021/05/21, 19:03:33","ALFEN,Bug,ChargePoint,Data Format,dependencies,Documentation,EDL40+,EMPs,EU,Feature Request,GUI,LinuxLiveDVD,Mennekes,OCMF,PTB,Publication,TestCases,VDE,WhiteLabel",0,2,https://avatars.githubusercontent.com/u/17928234?v=4,
RAMP-mobility,A novel application of the RAMP main engine for generating bottom-up stochastic electric vehicles load profiles.,RAMP-project,https://github.com/RAMP-project/RAMP-mobility.git,"electric-vehicles-mobility,charging-profiles,ramp-model,charging-strategies,demand",Mobility and Transportation,"2021/10/08, 14:09:36",4,Python,RAMP-project,Python,,"2020/05/24, 09:47:42",EUPL-1.2,17,"2021/10/08, 14:09:29","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/65850039?v=4,
PCT,The goal is to increase the accessibility and reproducibility of the data produced by the Propensity to Cycle Tool (PCT).,ITSLeeds,https://github.com/ITSLeeds/pct.git,,Mobility and Transportation,"2021/09/05, 08:25:20",13,R,ITSLeeds,"R,TeX",https://itsleeds.github.io/pct/,"2019/02/21, 13:48:11",EUPL-1.2,149,"2021/08/24, 21:15:20","> 0.1.0,bug,code improvement,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",1,6,https://avatars.githubusercontent.com/u/22447619?v=4,
