project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
FESOM2,Multi-resolution ocean general circulation model that solves the equations of motion describing the ocean and sea ice using finite-element and finite-volume methods on unstructured computational grids.,FESOM,https://github.com/FESOM/fesom2.git,github,,Sea Ice,"2022/06/07, 13:14:55",45,0,12,true,Jupyter Notebook,,FESOM,"Jupyter Notebook,Fortran,C,Python,Shell,CMake,Makefile,NASL,C++,Io,Slice,Batchfile",http://fesom.de/,",https://doi.org/10.5194/gmd-10-765-2017,https://doi.org/10.5194/gmd-12-4875-2019,https://doi.org/10.5194/gmd-12-3991-2019,https://doi.org/10.1029/2019MS001696\n\n*","2018/07/02, 10:50:34",2135,GPL-3.0,0,1771,"2024/04/18, 08:41:16",111,397,461,206,18,28,1.3,0.670606776989756,"2024/01/26, 16:55:59",2.5.0.1_de,0,16,false,,false,false,,,https://github.com/FESOM,,,,,https://avatars.githubusercontent.com/u/24571721?v=4,,,
IceNet,Code for Seasonal Arctic sea ice forecasting with probabilistic deep learning.,tom-andersson,https://github.com/tom-andersson/icenet-paper.git,github,,Sea Ice,"2023/10/10, 10:01:08",85,0,29,true,Python,,,"Python,Shell",,",https://doi.org/10.5281/zenodo.5176573,https://doi.org/10.5285/71820e7d-c628-4e32-969f-464b7efb187c","2021/07/23, 12:18:07",1018,GPL-3.0,9,70,"2024/02/08, 18:20:39",0,4,12,9,88,0,0.25,0.032258064516129,"2021/08/10, 16:41:03",v1.0.0,0,3,false,,false,false,,,,,,,,,,,
COSIMA,Ocean and sea-ice model analysis tools and examples.,COSIMA,https://github.com/COSIMA/cosima-recipes.git,github,"climate-analysis,climate-model,climate-science,ocean-modelling",Sea Ice,"2024/04/18, 00:21:22",42,0,10,true,Jupyter Notebook,COSIMA,COSIMA,"Jupyter Notebook,Python",https://cosima-recipes.readthedocs.io,",https://doi.org/10.5194/gmd-13-401-2020","2018/10/12, 01:09:50",2034,Apache-2.0,31,403,"2024/04/23, 07:34:07",59,177,280,78,13,7,1.2,0.515492957746479,,,0,27,false,,false,false,,,https://github.com/COSIMA,http://cosima.org.au,Australia,,,https://avatars.githubusercontent.com/u/12704607?v=4,,,
ACCESS-OM2,Global ocean-sea ice coupled model configurations.,COSIMA,https://github.com/COSIMA/access-om2.git,github,,Sea Ice,"2024/05/02, 05:44:49",18,0,2,true,Python,COSIMA,COSIMA,"Python,Shell,Fortran",,",https://doi.org/10.1016/j.ocemod.2018.07.002,https://doi.org/10.5194/gmd-13-401-2020,https://doi.org/10.1029/2021GL097211,https://doi.org/10.5194/egusphere-2023-390,https://doi.org/10.5194/gmd-2023-123,http://doi.org/10.5194/gmd-13-401-2020,http://doi.org/10.5194/gmd-13-401-2020","2014/07/25, 05:39:23",3573,Apache-2.0,8,456,"2024/05/02, 05:44:49",91,35,192,9,4,1,0.2,0.448453608247423,"2019/04/12, 07:45:53",GMD2019,0,9,false,,false,false,,,https://github.com/COSIMA,http://cosima.org.au,Australia,,,https://avatars.githubusercontent.com/u/12704607?v=4,,,
Polaris,"Provides infrastructure, test cases and analysis tasks related to the ocean, land-ice and sea-ice components of the Exascale Energy Earth System Model.",E3SM-Project,https://github.com/E3SM-Project/polaris.git,github,,Sea Ice,"2024/05/02, 16:36:25",6,0,4,true,Python,Energy Exascale Earth System Model Project,E3SM-Project,"Python,Shell",,,"2023/02/02, 23:46:56",459,BSD-3-Clause,584,859,"2024/03/28, 18:23:34",8,169,181,135,39,6,0.2,0.313475177304965,,,0,11,false,,false,false,,,https://github.com/E3SM-Project,http://e3sm.org,,,,https://avatars.githubusercontent.com/u/7558558?v=4,,,
SOmap,The goal of this package is to make publication quality round Southern Ocean maps in polar projections with little effort.,AustralianAntarcticDivision,https://github.com/AustralianAntarcticDivision/SOmap.git,github,,Sea Ice,"2024/03/28, 08:08:08",24,0,2,true,R,Australian Antarctic Division,AustralianAntarcticDivision,R,https://australianantarcticdivision.github.io/SOmap/,,"2018/10/28, 23:06:11",2017,BSD-3-Clause,21,674,"2024/03/28, 05:48:29",17,14,96,2,39,0,0,0.51006711409396,,,0,3,false,,true,false,,,https://github.com/AustralianAntarcticDivision,,,,,https://avatars.githubusercontent.com/u/8952518?v=4,,,
PyTrx,"Its primary purpose is to obtain velocities, surface areas, and distances from oblique, optical imagery of glacial environments.",PennyHow,https://github.com/PennyHow/PyTrx.git,github,"python3,glaciology,photogrammetry,time-lapse,opencv,optical-flow,template-matching,oblique-imagery,image-classification",Glacier and Ice Sheets,"2023/04/28, 13:30:48",42,0,5,true,Python,,,Python,,",https://zenodo.org/badge/latestdoi/91549468,https://doi.org/10.5194/tc-11-2691-2017","2017/05/17, 08:01:03",2546,MIT,0,560,"2023/07/24, 22:15:18",3,10,44,1,287,0,0,0.004444444444444,"2022/06/08, 13:37:48",pytrx1.2.4,0,2,false,,false,false,,,,,,,,,,,
OGGM,A modular open source model for glacier dynamics.,OGGM,https://github.com/OGGM/oggm.git,github,"glacier,model,climate,ice-dynamics,mass-balance,global,sea-level,calving,python",Glacier and Ice Sheets,"2024/04/25, 10:07:03",206,0,33,true,Python,Open Global Glacier Model,OGGM,"Python,Shell,Dockerfile",http://oggm.org,",https://zenodo.org/badge/latestdoi/43965645\n","2015/10/09, 15:55:31",3132,BSD-3-Clause,77,1382,"2024/04/30, 08:09:04",211,1025,1496,145,6,2,0.3,0.386605783866058,"2023/08/27, 18:03:42",v1.6.1,0,35,false,,false,false,,,https://github.com/OGGM,www.oggm.org,,,,https://avatars.githubusercontent.com/u/14758186?v=4,,,
GlaThiDa,Glacier Thickness Database.,wgms,https://gitlab.com/wgms/glathida,gitlab,,Glacier and Ice Sheets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPGM,Regional glacier evolution model based on deep learning and parametrizations.,JordiBolibar,https://github.com/JordiBolibar/ALPGM.git,github,"glacier,surface-mass-balance,glacier-modelling,deep-learning",Glacier and Ice Sheets,"2023/07/07, 08:57:08",39,0,9,true,Python,,,Python,,",https://zenodo.org/badge/latestdoi/195388796","2019/07/05, 10:16:14",1767,GPL-3.0,2,88,"2023/07/07, 08:56:57",1,4,4,2,304,0,0,0.037037037037037,"2020/05/09, 10:16:25",v1.2,0,3,false,,false,false,,,,,,,,,,,
Glacier Mapping From Satellite Imagery,Use computer vision to automatically segment debris and ice glaciers from satellite images.,krisrs1128,https://github.com/krisrs1128/glacier_mapping.git,github,,Glacier and Ice Sheets,"2023/05/27, 14:33:23",29,0,6,true,Python,,,"Python,Jupyter Notebook,Shell,JavaScript,Batchfile,Makefile,Dockerfile",,,"2019/10/09, 19:22:19",1671,GPL-3.0,2,1076,"2023/05/27, 14:33:26",6,84,90,1,345,3,0,0.384090909090909,,,0,7,false,,false,false,,,,,,,,,,,
captoolkit,NASA's Cryosphere Altimetry Processing Toolkit.,nasa-jpl,https://github.com/nasa-jpl/captoolkit.git,github,,Glacier and Ice Sheets,"2024/04/23, 23:20:53",52,0,10,true,Jupyter Notebook,NASA Jet Propulsion Laboratory,nasa-jpl,"Jupyter Notebook,Python,HTML",,",https://zenodo.org/badge/latestdoi/104787010","2017/09/25, 18:31:15",2415,Apache-2.0,11,430,"2022/08/05, 19:28:02",0,5,5,0,640,0,0.4,0.123324396782842,"2020/02/12, 21:53:13",0.1.0,0,5,false,,true,false,,,https://github.com/nasa-jpl,https://www.jpl.nasa.gov,"Pasadena, California, US",,,https://avatars.githubusercontent.com/u/10360932?v=4,,,
PISM,"The Parallel Ice Sheet Model is an open source, parallel, high-resolution ice sheet model.",pism,https://github.com/pism/pism.git,github,"scientific-computing,parallel,geophysics,c-plus-plus,ice-sheet,glacier,sea-level,numerical,petsc,python,sphinx,climate,mpi",Glacier and Ice Sheets,"2023/12/20, 16:38:27",96,0,16,true,C++,Parallel Ice Sheet Model,pism,"C++,Python,CMake,TeX,C,SWIG,Shell,Fortran,MATLAB,Makefile,Dockerfile,Emacs Lisp",https://pism.io/,",https://doi.org/10.5281/zenodo.1199019\n","2011/11/04, 19:03:37",4567,GPL-3.0,299,10499,"2024/04/22, 19:33:34",39,47,493,12,14,7,0,0.260526549064799,"2023/11/23, 20:40:24",v2.1,0,19,false,,true,true,,,https://github.com/pism,https://www.pism.io/,University of Alaska Fairbanks,,,https://avatars.githubusercontent.com/u/1057072?v=4,,,
icepack,Finite element modeling of glaciers and ice sheets.,CICE-Consortium,https://github.com/CICE-Consortium/Icepack.git,github,,Glacier and Ice Sheets,"2024/04/26, 22:41:58",23,0,3,true,Fortran,CICE Consortium,CICE-Consortium,"Fortran,Shell,C,Makefile,TypeScript",,,"2017/05/24, 18:09:45",2539,GPL-3.0,34,679,"2024/04/26, 22:41:59",27,346,458,54,10,0,2.9,0.614624505928854,"2023/10/31, 00:57:51",Icepack1.4.0,0,18,false,,false,true,,,https://github.com/CICE-Consortium,,,,,https://avatars.githubusercontent.com/u/28584507?v=4,,,
DeepBedMap,Using a deep neural network to better resolve the bed topography of Antarctica.,weiji14,https://github.com/weiji14/deepbedmap.git,github,"super-resolution,digital-elevation-model,deep-neural-network,data-science,antarctica,flat-file-db,glaciology,generative-adversarial-network,jupyter-notebook,chainer,remote-sensing,optuna,bedmap,pangeo,binder",Glacier and Ice Sheets,"2022/06/17, 12:49:33",40,0,3,false,Jupyter Notebook,,,"Jupyter Notebook,TeX,Python,Gherkin,Dockerfile,Shell",,",https://doi.org/10.5194/tc-14-3687-2020,https://zenodo.org/badge/latestdoi/147595013,https://doi.org/10.5281/zenodo.4054246.\nNeural,https://doi.org/10.5281/zenodo.3752613.\n","2018/09/06, 00:28:32",2070,LGPL-3.0,0,509,"2022/06/17, 12:45:54",6,156,188,0,689,2,0.3,0.188034188034188,"2020/11/05, 22:36:23",v1.1.0,0,5,false,,false,false,,,,,,,,,,,
SIS2,"Calculates the concentration, thickness, temperature, brine content and snow cover of an arbitrary number of ice thickness categories (including open water) as well as the motion of the complete pack.",NOAA-GFDL,https://github.com/NOAA-GFDL/SIS2.git,github,,Glacier and Ice Sheets,"2024/04/23, 22:42:26",14,0,1,true,Fortran,NOAA - Geophysical Fluid Dynamics Laboratory,NOAA-GFDL,"Fortran,C",,,"2014/02/10, 15:06:39",3738,CUSTOM,12,1413,"2024/03/27, 04:53:23",16,144,193,15,40,5,1.9,0.13481228668942,"2014/12/15, 23:18:40",ulm,0,16,false,,false,false,,,https://github.com/NOAA-GFDL,www.gfdl.noaa.gov,"Princeton, New Jersey",,,https://avatars.githubusercontent.com/u/11219395?v=4,,,
freshwater,Greenland liquid water runoff from 1958 through 2019.,GEUS-Glaciology-and-Climate,https://github.com/GEUS-Glaciology-and-Climate/freshwater.git,github,"scientific-workflows,greenland,org-mode,grass-gis,water",Glacier and Ice Sheets,"2023/11/14, 20:07:39",14,0,6,true,TeX,GEUS Glaciology and Climate,GEUS-Glaciology-and-Climate,"TeX,Python",https://doi.org/10.5194/essd-12-2811-2020,",https://doi.org/10.5194/essd-12-2811-2020.\n+,https://doi.org/10.22008/promice/freshwater,https://doi.org/10.5194/essd-12-1367-2020,https://doi.org/10.22008/promice/data/ice_discharge,https://doi.org/10.22008/FK2/KIDYD1,https://doi.org/10.22008/FK2/TARK8O,https://doi.org/10.22008/FK2/XKQVL7,https://doi.org/10.22008/FK2/XKQVL7,https://doi.org/10.22008/FK2/XKQVL7,https://doi.org/10.5194/essd-13-5001-2021,https://doi.org/10.22008/FK2/OHI23Z\n\n+,https://doi.org/10.5194/essd-12-1367-2020,https://doi.org/10.22008/promice/data/ice_discharge","2019/06/20, 02:21:00",1783,LGPL-3.0,30,100,"2023/11/15, 12:51:22",8,3,33,12,173,0,0,0.043478260869565,,,0,3,false,,false,false,,,https://github.com/GEUS-Glaciology-and-Climate,https://eng.geus.dk/about/organisation/departments/glaciology-and-climate,"Copenhagen, Denmark",,,https://avatars.githubusercontent.com/u/71171316?v=4,,,
ecco_v4_py,A Python package that includes tools for loading and manipulating the ECCO v4 ocean and sea-ice state estimate.,ECCO-GROUP,https://github.com/ECCO-GROUP/ECCOv4-py.git,github,,Glacier and Ice Sheets,"2023/08/09, 22:33:54",29,0,6,true,Python,Estimating the Circulation and Climate of the Ocean (ECCO),ECCO-GROUP,"Python,Shell",,,"2018/01/23, 17:47:14",2295,MIT,3,257,"2023/08/09, 22:33:57",3,121,146,2,271,1,0.1,0.398907103825137,"2023/02/27, 19:19:10",v1.5.5,0,8,false,,false,false,,,https://github.com/ECCO-GROUP,www.ecco-group.org,United States of America,,,https://avatars.githubusercontent.com/u/34173086?v=4,,,
icepyx,Python tools for obtaining and working with ICESat-2 data.,icesat2py,https://github.com/icesat2py/icepyx.git,github,"icesat-2,community-driven,python3,hacktoberfest,closember",Glacier and Ice Sheets,"2024/04/10, 15:40:07",192,14,44,true,Python,,icesat2py,Python,https://icepyx.readthedocs.io/en/latest/,",https://doi.org/10.21105/joss.04912\n\n","2019/06/20, 23:49:26",1782,BSD-3-Clause,57,613,"2024/04/09, 18:22:37",64,343,448,80,27,11,1.4,0.354531001589825,"2024/01/05, 20:08:11",v1.0.0,9,26,false,,true,false,"jonm3D/h5xray,DAndrewA/ICESat2,erikmannerfelt/ADSvalbard,RedbirdTaiwan/deepicedrain,quangchiem139/deepicedrain,scumechanics/deepicedrain,ciresdem/ETOPO,SpoookyTanuki/webdev_hw7_flask,weiji14/deepicedrain,georgettica/IS2_velocity,Surfix/icechart,ICESAT-2HackWeek/IS2_velocity,MinesGlaciology/Learn-ICESat-2,nicholas-kotlinski/icesat2_hackweek",,https://github.com/icesat2py,,,,,https://avatars.githubusercontent.com/u/57814535?v=4,,,
BedMachine,"Matlab tools for loading, interpolating, and displaying BedMachine ice sheet topography.",chadagreene,https://github.com/chadagreene/BedMachine.git,github,"antarctica,matlab,greenland,bedmachine,geology,ice-shelves,glaciology,glaciers",Glacier and Ice Sheets,"2022/11/09, 22:18:17",21,0,3,false,MATLAB,,,MATLAB,,,"2021/04/10, 21:37:21",1122,MIT,0,16,"2024/04/09, 18:22:37",1,0,0,0,27,1,0,0,,,0,1,false,,false,false,,,,,,,,,,,
Iceberg Locations,Antarctic large iceberg positions derived from ASCAT and OSCAT-2.,Joel-hanson,https://github.com/Joel-hanson/Iceberg-locations.git,github,"climate-change,iceberg,python,beautifulsoup4,scraping,git-scraping",Glacier and Ice Sheets,"2023/09/02, 01:40:44",6,0,0,true,Python,,,Python,https://www.scp.byu.edu/current_icebergs.html,,"2021/01/11, 13:30:20",1211,MIT,3,90,"2021/01/21, 16:02:51",0,1,1,0,1201,0,0,0,,,0,1,false,,false,false,,,,,,,,,,,
SICOPOLIS,A 3-d dynamic/thermodynamic model that simulates the evolution of large ice sheets and ice caps.,sicopolis,,custom,,Glacier and Ice Sheets,,,,,,,,,,https://gitlab.awi.de/sicopolis/sicopolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cosipy,Solves the energy balance at the surface and is coupled to an adaptive vertical multi-layer subsurface module.,cryotools,https://github.com/cryotools/cosipy.git,github,,Glacier and Ice Sheets,"2024/02/06, 22:27:36",48,0,2,true,Python,CryoTools,cryotools,"Python,Shell",,",https://doi.org/10.5281/zenodo.2579668\n\n:License:\n","2017/10/23, 14:10:03",2387,GPL-3.0,74,592,"2024/02/28, 12:53:55",28,16,39,7,68,11,0.3,0.275064267352185,"2021/01/14, 16:10:00",v1.4,0,6,false,,false,false,,,https://github.com/cryotools,https://cryo-tools.org,,,,https://avatars.githubusercontent.com/u/33029607?v=4,,,
QGreenland,"A free mapping tool to support interdisciplinary Greenland-focused research, teaching, decision making, and collaboration.",nsidc,https://github.com/nsidc/qgreenland.git,github,"gis,greenland,qgis",Glacier and Ice Sheets,"2023/08/31, 23:11:43",35,0,14,true,Python,National Snow and Ice Data Center,nsidc,"Python,Shell,Dockerfile,Jinja",https://qgreenland.readthedocs.io,",https://doi.org/10.5281/zenodo.8173510,https://doi.org/10.5281/zenodo.8247896","2020/02/18, 19:49:50",1539,CUSTOM,573,4519,"2023/08/31, 23:11:46",94,614,711,204,249,5,1.1,0.511289364230541,"2023/09/07, 16:25:29",v3.0.0,0,7,false,,true,false,,,https://github.com/nsidc,http://www.nsidc.org/,"Boulder, Colorado",,,https://avatars.githubusercontent.com/u/1874284?v=4,,,
DeepIceDrain,Mapping and monitoring deep subglacial water activity in Antarctica using remote sensing and machine learning.,weiji14,https://github.com/weiji14/deepicedrain.git,github,"intake,binder,python3,jupyter-lab,big-data,antarctica,ice-sheet,hdf5,zarr,pygmt,datashader,analysis-ready-data,icesat-2,open-science",Glacier and Ice Sheets,"2022/10/03, 21:13:01",28,0,4,false,Jupyter Notebook,,,"Jupyter Notebook,Shell,Python,Gherkin,Dockerfile,Makefile",,",https://doi.org/10.5281/zenodo.4071235,https://doi.org/10.5281/zenodo.4071235.\n","2019/10/09, 02:02:05",1672,LGPL-3.0,0,536,"2022/10/03, 21:13:02",12,324,332,0,581,7,0,0.402922755741127,"2021/07/05, 02:53:09",v0.4.2,0,3,false,,false,false,,,,,,,,,,,
LIVVkit,The land ice verification and validation toolkit.,LIVVkit,https://github.com/LIVVkit/LIVVkit.git,github,"verification,ice-sheet-models,validation,testing",Glacier and Ice Sheets,"2023/05/09, 20:17:47",8,12,1,true,Python,Land Ice Verification and Validation toolkit,LIVVkit,"Python,HTML,CSS,TeX,JavaScript",,,"2015/06/10, 14:14:15",3253,BSD-3-Clause,10,909,"2023/05/09, 20:17:47",14,21,43,1,363,1,0.7,0.548872180451128,"2023/05/09, 20:20:28",v3.1.0,0,9,false,,true,false,"Ruturaj4/package-management-project-pypi,NCAR/iCIME_iHESP,ofuhrer/scream,Lizzy0Sun/heat-tepp,ESMCI/cmeps-cime,BjerknesCPU/NorESM1.3-HIRES,Huang-Group-UMICH/E3SM_v2_alpha,gdicker1/CIME_DAV,yihuiwang/E3SM,wanggangsheng/ELM-MEND,everpassenger/E3SM,LIVVkit/evv4esm",,https://github.com/LIVVkit,,,,,https://avatars.githubusercontent.com/u/12449792?v=4,,,
pypromice,Deliver data about the mass balance of the Greenland ice sheet in near real-time.,GEUS-Glaciology-and-Climate,https://github.com/GEUS-Glaciology-and-Climate/pypromice.git,github,"greenland,weather,weather-station",Glacier and Ice Sheets,"2024/04/25, 16:56:49",12,0,3,true,Python,GEUS Glaciology and Climate,GEUS-Glaciology-and-Climate,"Python,TeX",https://pypromice.readthedocs.io,",https://doi.org/10.21105/joss.05298,https://doi.org/10.5194/essd-13-3819-2021,https://doi.org/10.5194/essd-13-3819-2021,https://doi.org/10.21105/joss.05298,https://doi.org/10.21105/joss.05298,https://doi.org/10.22008/FK2/3TSBF0,https://doi.org/10.22008/FK2/3TSBF0","2020/09/15, 11:37:27",1329,GPL-2.0,166,524,"2024/04/25, 16:56:55",52,91,173,77,11,4,3.5,0.727272727272727,"2024/04/25, 06:16:36",v1.3.5,0,8,false,,false,false,,,https://github.com/GEUS-Glaciology-and-Climate,https://eng.geus.dk/about/organisation/departments/glaciology-and-climate,"Copenhagen, Denmark",,,https://avatars.githubusercontent.com/u/71171316?v=4,,,
GLAFT,Python module for assessing glacier velocity maps using statistics- and physics-based metrics.,whyjz,https://github.com/whyjz/GLAFT.git,github,"cryosphere,glaciers,python,remote-sensing,science",Glacier and Ice Sheets,"2023/10/06, 11:24:18",15,0,2,true,Jupyter Notebook,,,"Jupyter Notebook,Python",https://whyjz.github.io/GLAFT/,,"2020/07/07, 17:57:49",1399,MIT,14,142,"2021/12/09, 01:04:41",0,1,1,0,880,0,0,0.145985401459854,"2023/10/06, 10:04:19",v1.0.0,0,3,false,,false,false,,,,,,,,,,,
ITS_LIVE,"Provide automated, low latency, global glacier flow and elevation change datasets.",nasa-jpl,https://github.com/nasa-jpl/its_live.git,github,"itslive,its-live,glacier,glacier-dynamics,glaciers,glacier-flow",Glacier and Ice Sheets,"2024/01/09, 16:27:21",39,0,13,true,Python,NASA Jet Propulsion Laboratory,nasa-jpl,"Python,Jupyter Notebook",https://its-live.jpl.nasa.gov/,,"2021/12/03, 00:41:41",886,MIT,2,274,"2023/07/11, 18:33:56",1,12,12,1,300,1,0.1,0.367256637168142,,,0,5,false,,false,false,,,https://github.com/nasa-jpl,https://www.jpl.nasa.gov,"Pasadena, California, US",,,https://avatars.githubusercontent.com/u/10360932?v=4,,,
ODINN.jl,Global glacier model using Universal Differential Equations for climate-glacier interactions.,ODINN-SciML,https://github.com/ODINN-SciML/ODINN.jl.git,github,"glaciers,climate,cryosphere,sciml,julia,differential-equations,scientific-machine-learning",Glacier and Ice Sheets,"2024/03/24, 15:01:50",59,0,33,true,Julia,ODINN,ODINN-SciML,"Julia,Jupyter Notebook",,",https://doi.org/10.5281/zenodo.8033313","2021/03/17, 16:12:29",1146,MIT,24,398,"2024/03/24, 14:59:36",23,77,121,32,43,2,0.7,0.238805970149254,"2023/06/13, 13:02:16",v0.2.0,0,3,false,,false,false,,,https://github.com/ODINN-SciML,,Earth,,,https://avatars.githubusercontent.com/u/80704461?v=4,,,
