,project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,activity,community,size,total_score
439,CityFlow,A Multi-Agent Reinforcement Learning Environment for Large Scale City Traffic Scenario.,cityflow-project,https://github.com/cityflow-project/CityFlow.git,github,"multiagent-systems,multiagent-reinforcement-learning,traffic-simulation,traffic-signal-control",Mobility and Transportation,"2020/12/04, 03:30:19",559.0,0.0,131.0,True,C++,,cityflow-project,"C++,Python,JavaScript,HTML,CMake,CSS,Dockerfile",https://cityflow-project.github.io,"2019/02/26, 04:16:52",1278.0,Apache-2.0,0.0,74.0,"2022/06/10, 09:07:02",55.0,48.0,103.0,9.0,78.0,5.0,0.3,0.5555555555555556,,,0.0,8.0,False,,False,False,,,https://github.com/cityflow-project,,,,,https://avatars.githubusercontent.com/u/48002753?v=4,,,,3.5013698630136987,1.2178217821782176,1.8869636963696368,1.688118811881188,0.48303548760339016
440,Complete_Street_Rule,An ArcGIS CityEngine scenario oriented design tool intended to enable users to quickly create procedural generated multimodal streets.,d-wasserman,https://github.com/d-wasserman/Complete_Street_Rule.git,github,"complete,streets,transportation,cityengine,procedural-generation,cga,treatments,street-rule,geometry,simulation,environmental-modelling,urban-planning,arcgis-cityengine,street-configuration,urban-design",Mobility and Transportation,"2022/05/09, 04:59:51",116.0,0.0,33.0,True,Python,,,Python,https://geonet.esri.com/docs/DOC-6915,"2015/09/01, 05:15:46",2552.0,Apache-2.0,5.0,292.0,"2022/05/09, 04:59:51",2.0,23.0,41.0,10.0,110.0,0.0,0.0,0.0,"2021/10/31, 06:38:54",2.8.0,0.0,1.0,False,,True,False,,,,,,,,,,,,6.991780821917808,1.9257425742574257,0.31683168316831684,1.141089108910891,0.3355369271227239
441,tesla_powerwall,Python Tesla Powerwall API for consuming a local endpoint.,jrester,https://github.com/jrester/tesla_powerwall.git,github,"python,api,tesla,tesla-powerwall,battery,powerwall,powerwall-api,powerwall-status",Mobility and Transportation,"2022/06/25, 10:52:33",47.0,0.0,14.0,True,Python,,,Python,,"2019/02/12, 19:50:07",1291.0,MIT,29.0,137.0,"2022/06/27, 04:12:38",1.0,18.0,40.0,14.0,61.0,0.0,0.3,0.1512605042016807,"2022/06/25, 10:53:34",v0.3.18,0.0,11.0,False,,False,False,,,,,,,,,,,,3.536986301369863,2.33993399339934,1.5932343234323434,1.5585808580858087,0.5581037875526126
442,Vehicle Energy Dataset,A large-scale dataset for vehicle energy consumption research.,gsoh,https://github.com/gsoh/VED.git,github,,Mobility and Transportation,"2022/01/26, 21:05:07",47.0,0.0,17.0,True,,,,,,"2019/04/19, 06:55:51",1226.0,Apache-2.0,1.0,13.0,"2022/02/03, 03:16:39",0.0,0.0,4.0,3.0,205.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,3.3589041095890413,1.3333333333333335,0.31683168316831684,0.17904290429042904,0.1920500684595089
443,gbfs,"Documentation for the General Bikeshare Feed Specification, a standardized data feed for shared mobility system availability.",NABSA,https://github.com/NABSA/gbfs.git,github,"gbfs,bikesharing,mobility,scooter-sharing,bike-share,bike-sharing,mobility-as-a-service,mobilitydata,carshare,carsharing,open-data,gbfs-documentation,shared-mobility,civic-tech,urban-mobility",Mobility and Transportation,"2022/08/23, 12:37:41",625.0,0.0,86.0,True,,North American Bike Share Association,NABSA,,,"2015/12/04, 23:43:43",2457.0,CUSTOM,96.0,515.0,"2022/08/23, 12:32:43",13.0,305.0,433.0,229.0,4.0,1.0,0.0,0.8959731543624161,"2022/04/28, 18:25:14",v2.3,0.0,95.0,False,,False,False,,,https://github.com/NABSA,http://www.nabsa.net,,,,https://avatars.githubusercontent.com/u/15235893?v=4,,,,6.7315068493150685,2.484323432343234,2.212871287128713,3.098184818481848,0.7722443185393669
444,Bike Index,"Bike registration that works: online, powerful, free.",bikeindex,https://github.com/bikeindex/bike_index.git,github,,Mobility and Transportation,"2022/08/20, 04:14:02",237.0,0.0,21.0,True,Ruby,Bike Index,bikeindex,"Ruby,Haml,HTML,SCSS,JavaScript,CSS,CoffeeScript,Shell,Procfile",https://bikeindex.org,"2013/07/25, 21:52:26",3319.0,AGPL-3.0,262.0,3904.0,"2022/08/20, 04:14:03",68.0,1974.0,2242.0,257.0,7.0,16.0,0.0,0.1272479564032698,,,0.0,24.0,False,,False,False,,,https://github.com/bikeindex,https://bikeindex.org,,,,https://avatars.githubusercontent.com/u/4251544?v=4,,,,9.093150684931507,2.108910891089109,1.3811881188118813,3.6765676567656764,0.6873421652016299
446,EVMap,Android app to access the goingelectric.de electric vehicle charging station directory.,johan12345,https://github.com/johan12345/EVMap.git,github,"charging-stations,android,electric-vehicle,hacktoberfest,map",Mobility and Transportation,"2022/08/25, 18:43:12",84.0,0.0,48.0,True,Kotlin,,,"Kotlin,Java,Ruby",,"2020/03/23, 21:03:43",886.0,MIT,417.0,956.0,"2022/08/25, 18:43:20",42.0,29.0,183.0,96.0,1.0,4.0,0.0,0.0236051502145923,"2022/08/25, 18:37:52",1.3.10,4.0,7.0,True,"github,custom",False,False,,,,,,,,,,,,2.4273972602739726,2.7466996699669965,0.8712871287128713,2.211221122112211,0.5747170347432223
447,emobility-smart-charging,Smart charging algorithms with REST API for electric vehicle fleets.,SAP,https://github.com/SAP/emobility-smart-charging.git,github,,Mobility and Transportation,"2022/06/28, 08:30:43",29.0,0.0,11.0,True,Java,SAP,SAP,"Java,TypeScript,HTML,Makefile,JavaScript,CSS,Dockerfile",,"2019/12/18, 14:18:01",983.0,Apache-2.0,5.0,71.0,"2022/06/28, 08:30:46",18.0,24.0,28.0,13.0,60.0,18.0,0.1,0.3333333333333333,,,0.0,9.0,False,,False,True,,,https://github.com/SAP,https://opensource.sap.com,"Walldorf, Germany",,,https://avatars.githubusercontent.com/u/2531208?v=4,,,,2.6931506849315068,1.4290429042904291,1.58003300330033,1.3613861386138613,0.44349503770722903
448,open-ev-data,Open Dataset of Electric Vehicle specs.,chargeprice,https://github.com/chargeprice/open-ev-data.git,github,,Mobility and Transportation,"2022/04/07, 05:23:04",47.0,0.0,9.0,True,,Chargeprice,chargeprice,,,"2019/08/08, 17:07:17",1114.0,MIT,4.0,78.0,"2021/04/18, 12:57:59",4.0,3.0,8.0,0.0,496.0,1.0,0.0,0.0666666666666666,,,0.0,2.0,False,,False,False,,,https://github.com/chargeprice,https://www.chargeprice.app,,,,https://avatars.githubusercontent.com/u/66462851?v=4,,,,3.052054794520548,1.33003300330033,0.6014851485148515,0.5066006600660066,0.25119998366254925
449,SmartEVSE,Smart EVSE Electric Vehicle Charging Station.,SmartEVSE,https://github.com/SmartEVSE/smartevse.git,github,,Mobility and Transportation,"2021/02/12, 20:15:10",78.0,0.0,3.0,True,C,,SmartEVSE,"C,Pawn,Assembly,Makefile,C++,OpenSCAD,Shell,Objective-C,CMake",,"2014/01/06, 12:05:03",3155.0,MIT,0.0,180.0,"2022/04/25, 09:11:37",14.0,8.0,32.0,2.0,124.0,3.0,0.25,0.4700854700854701,,,0.0,5.0,False,,False,False,,,https://github.com/SmartEVSE,,,,,https://avatars.githubusercontent.com/u/6329604?v=4,,,,8.643835616438356,1.0915841584158414,1.6163366336633662,1.1542904290429044,0.39443199788178845
450,BikeshareClient,Dotnet library for integrating with GBFS bikeshare systems.,andmos,https://github.com/andmos/BikeshareClient.git,github,"gbfs,bikeshare-systems,bikeshare,netstandard",Mobility and Transportation,"2022/08/15, 07:13:26",4.0,5.0,0.0,True,C#,,,"C#,Dockerfile",,"2018/06/04, 12:37:55",1545.0,MIT,42.0,217.0,"2022/08/23, 05:27:59",1.0,95.0,116.0,37.0,4.0,0.0,0.5,0.2342857142857143,,,0.0,4.0,False,,False,False,"andmos/BikeshareClient,wdbprog/OsloBysykkel,andmos/BikeshareFunction,andmos/BikeDashboard,Sankra/DIPSbot",,,,,,,,,,,4.232876712328767,1.5041254125412542,1.3943894389438944,1.7780528052805282,0.46550360296600485
451,Growing Urban Bicycle Networks,"Source code for the paper Growing Urban Bicycle Networks, exploring algorithmically the limitations of urban bicycle network growth.",mszell,https://github.com/mszell/bikenwgrowth.git,github,"cycling,gis,transportation-network,urban-planning,osmnx,network-analysis,bicycle-network",Mobility and Transportation,"2022/05/05, 20:06:06",39.0,0.0,21.0,True,Jupyter Notebook,,,"Jupyter Notebook,Python,Shell",,"2020/09/03, 12:35:05",723.0,AGPL-3.0,6.0,189.0,"2021/02/26, 14:12:41",2.0,2.0,2.0,0.0,547.0,0.0,0.0,0.0920245398773006,"2021/07/08, 10:01:35",1.0.0,0.0,3.0,False,,False,False,,,,,,,,,,,,1.9808219178082191,1.754950495049505,0.7004950495049505,0.6353135313531353,0.3181917729433285
452,enviroCar,An Android App for collecting car sensor data for the enviroCar platform.,enviroCar,https://github.com/enviroCar/enviroCar-app.git,github,,Mobility and Transportation,"2022/07/27, 06:56:36",69.0,0.0,16.0,True,Java,enviroCar,enviroCar,"Java,HTML,Python",https://envirocar.org,"2013/04/17, 14:19:21",3419.0,GPL-3.0,201.0,2490.0,"2022/08/18, 20:27:14",86.0,438.0,869.0,202.0,8.0,34.0,0.1,0.7297702297702298,"2022/01/24, 09:56:23",2.1.0,0.0,19.0,False,,False,True,,,https://github.com/enviroCar,https://envirocar.org/,Münster,,,https://avatars.githubusercontent.com/u/4232323?v=4,,,,9.367123287671232,2.5396039603960396,2.2227722772277225,3.387788778877888,0.80350422718943
453,EVerest,An open source software stack for EV charging infrastructure.,EVerest,https://github.com/EVerest/EVerest.git,github,,Mobility and Transportation,"2022/06/27, 22:22:32",47.0,0.0,47.0,True,,EVerest,EVerest,,,"2021/12/20, 11:23:39",250.0,GPL-3.0,66.0,66.0,"2022/07/29, 11:42:33",8.0,20.0,25.0,25.0,29.0,1.0,1.1,0.4736842105263158,,,0.0,6.0,False,,True,True,,,https://github.com/EVerest,https://www.lfenergy.org/projects/everest/,,,,https://avatars.githubusercontent.com/u/73219292?v=4,,,,0.684931506849315,1.7821782178217824,1.9282178217821782,1.1476897689768975,0.5022043573691582
454,Streetmix,Makes it easy for people to design public spaces together.,streetmix,https://github.com/streetmix/streetmix.git,github,"streetmix,civic-tech,urban-planning",Mobility and Transportation,"2022/08/24, 03:43:26",580.0,0.0,57.0,True,JavaScript,Streetmix,streetmix,"JavaScript,SCSS,Handlebars,API Blueprint,Shell,Procfile",https://streetmix.net,"2013/01/19, 21:03:45",3506.0,CUSTOM,147.0,7647.0,"2022/08/24, 03:43:27",214.0,1485.0,2192.0,51.0,3.0,7.0,0.0,0.4447943682845499,"2014/02/21, 20:50:04",v0.9,0.0,54.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",True,True,,,https://github.com/streetmix,https://streetmix.net/,"Terra, Sol, Milky Way Galaxy",,,https://avatars.githubusercontent.com/u/6877271?v=4,,,,9.605479452054794,1.8572607260726073,1.8308580858085808,3.8193069306930694,0.7232305341612856
455,Transitland," An open data platform that collects GTFS, GTFS Realtime, and other open data feeds from transit providers around the world.",transitland,https://github.com/transitland/transitland-atlas.git,github,"gtfs,gtfs-realtime,gtfs-rt,transit,mobility,open-data,transportation,gbfs,mds,transitland",Mobility and Transportation,"2022/08/23, 21:02:20",63.0,0.0,22.0,True,Python,Transitland,transitland,"Python,Shell",https://www.transit.land/operators/,"2019/11/15, 21:28:51",1015.0,CUSTOM,256.0,905.0,"2022/08/23, 21:02:21",5.0,558.0,573.0,273.0,3.0,1.0,0.0,0.3954198473282443,,,0.0,54.0,False,,False,False,,,https://github.com/transitland,https://www.transit.land,,,,https://avatars.githubusercontent.com/u/9141652?v=4,,,,2.780821917808219,2.033828382838284,1.7813531353135315,3.3316831683168315,0.6954938277792753
456,Industry Energy Tool,A calculator developed by NREL for projecting energy efficiency and fuel switching scenarios for the U.S. industrial sector energy use and emissions at the Census Region and county-level.,NREL,https://github.com/NREL/Industry-Energy-Tool.git,github,,Production and Industry,"2021/10/01, 15:56:20",11.0,0.0,0.0,True,Python,National Renewable Energy Laboratory,NREL,Python,,"2018/05/07, 15:48:04",1573.0,CUSTOM,3.0,26.0,"2022/08/23, 21:02:21",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,https://github.com/NREL,http://www.nrel.gov,"Golden, CO",,,https://avatars.githubusercontent.com/u/1906800?v=4,,,,4.30958904109589,0.5288778877887789,0.31683168316831684,0.12541254125412543,0.1022512061441974
459,OpenModelica,An open source Modelica-based modeling and simulation environment intended for industrial and academic usage.,OpenModelica,https://github.com/OpenModelica/OpenModelica.git,github,,Production and Industry,"2022/08/25, 10:11:30",517.0,0.0,117.0,True,Modelica,OpenModelica,OpenModelica,"Modelica,C,C++,Smarty,CMake,Makefile,GAP,Python,Yacc,M4,QMake,Shell,Java,D,Julia,XSLT,Lex,Perl,Groovy,Batchfile,TeX,MATLAB,ANTLR,Ruby,Mathematica,Roff,Dockerfile,Emacs Lisp,JavaScript,DTrace",https://openmodelica.org,"2015/05/03, 16:59:29",2672.0,CUSTOM,910.0,35280.0,"2022/08/25, 10:24:28",1481.0,2858.0,7826.0,1438.0,2.0,27.0,0.1,0.7543840965566205,"2022/07/08, 22:40:17",v1.19.2,0.0,68.0,False,,False,True,,,https://github.com/OpenModelica,https://openmodelica.org,"Linköping, Sweden",,,https://avatars.githubusercontent.com/u/4006504?v=4,,,,7.32054794520548,2.895214521452145,2.41996699669967,3.9744224422442245,0.9125938212600158
461,Energy-Languages,"The complete set of tools for energy consumption analysis of programming languages, using Computer Language Benchmark Game.",greensoftwarelab,https://github.com/greensoftwarelab/Energy-Languages.git,github,"clbg,energy,programming,languages",Computation and Communication,"2022/02/27, 21:04:35",535.0,0.0,139.0,True,C,Green Software Lab,greensoftwarelab,"C,Pascal,Java,Makefile,Python,Common Lisp,C#,Lua,C++,Rust,Fortran,Swift,Chapel,Go,Dart,Hack,PHP,F#,Ruby,TypeScript,JavaScript,Perl,Shell",,"2017/08/28, 16:41:20",1824.0,MIT,4.0,23.0,"2022/02/27, 21:03:15",8.0,14.0,26.0,9.0,180.0,2.0,0.8,0.4499999999999999,,,0.0,7.0,False,,False,False,,,https://github.com/greensoftwarelab,http://greenlab.di.uminho.pt/,,,,https://avatars.githubusercontent.com/u/11410556?v=4,,,,4.997260273972603,1.551155115511551,1.8919141914191417,1.1014851485148516,0.4697476369778264
462,energyusage,A Python package that measures the environmental impact of computation.,responsibleproblemsolving,https://github.com/responsibleproblemsolving/energy-usage.git,github,,Computation and Communication,"2021/06/03, 19:58:58",137.0,9.0,11.0,True,Python,,responsibleproblemsolving,Python,,"2019/07/15, 17:17:20",1138.0,CUSTOM,0.0,268.0,"2022/02/09, 08:16:38",6.0,3.0,11.0,1.0,199.0,2.0,0.0,0.3076923076923077,,,0.0,6.0,False,,False,False,"olzama/neural-supertagging,gypark23/CS259,derlehner/IndoorAirQuality_DigitalTwin_Exemplar,rajatk0007/Car_prediction_deployment,EricSchles/pyscraper_ml,mhhabib/urlshortener,algakovic/Among-Us-auto-sorter,EricSchles/drifter_ml,Nathanlauga/transparentai",,https://github.com/responsibleproblemsolving,,,,,https://avatars.githubusercontent.com/u/52930580?v=4,,,,3.117808219178082,1.1287128712871288,1.141089108910891,1.046204620462046,0.33582387651475404
464,Scaphandre,An open source software agent to track energy consumption of ICT services from the servers.,hubblo-org,https://github.com/hubblo-org/scaphandre.git,github,"greenit,rust,rust-lang,energy,energy-consumption,energy-efficiency,energy-monitor,sustainability,electricity,electricity-consumption,electricity-meter,prometheus,watts,wattmeter,qemu,virtual-machines,carbon-footprint,virtual-machine,measure,hacktoberfest",Computation and Communication,"2022/08/26, 14:58:22",750.0,28.0,361.0,True,Rust,Hubblo,hubblo-org,"Rust,Jsonnet,Dockerfile,Shell,Mustache",,"2020/10/16, 14:10:05",680.0,Apache-2.0,105.0,574.0,"2022/08/22, 06:38:16",56.0,81.0,146.0,65.0,5.0,17.0,0.0,0.2281746031746031,"2021/10/05, 15:31:44",v0.4.1,5.0,18.0,False,,True,True,"Playfloor/scaphandre,jeromedruais/scaphandre,AAABBBCCCAAAA/scaphandre,metacosm/scaphandre,DerekStrickland/scaphandre,standardgalactic/scaphandre,hemanthnakkina-zz/scaphandre,da-ekchajzer/scaphandre,bbc/scaphandre,pseguret/scaphandre,arthurzenika/scaphandre,Canop/scaphandre,STDigitalDatacenter/scaphandre,slanglois/scaphandre,bobyali/scaphandre,jotak/scaphandre,tstrempel/scaphandre,Talebna/scaphandre,HurdmanBegins/scaphandre,Habibou-bot/scaphandre,adelnoureddine/scaphandre,demeringo/scaphandre,jdrouet/scaphandre,rossf7/scaphandre,uggla/scaphandre,florimondmanca/scaphandre,thegreenwebfoundation/scaphandre,hubblo-org/scaphandre",,https://github.com/hubblo-org,https://hubblo.org,France,,,https://avatars.githubusercontent.com/u/71067866?v=4,,,,1.8630136986301369,2.193069306930693,1.4282178217821782,2.51980198019802,0.604561157854727
466,PowerAPI,A middleware toolkit for building software-defined power meters.,powerapi-ng,https://github.com/powerapi-ng/powerapi.git,github,"powerapi,energy,power-meter,python,inria,spirals",Computation and Communication,"2022/08/11, 13:48:15",94.0,0.0,47.0,True,Python,PowerAPI,powerapi-ng,"Python,Shell",http://powerapi.org,"2019/03/11, 14:27:02",1265.0,BSD-3-Clause,222.0,995.0,"2022/08/11, 11:55:57",7.0,80.0,127.0,32.0,16.0,1.0,0.1,0.4250645994832042,"2022/08/08, 10:58:21",v1.1.0,0.0,11.0,False,,False,True,,,https://github.com/powerapi-ng,http://powerapi.org,"Lille, France",,,https://avatars.githubusercontent.com/u/47974262?v=4,,,,3.4657534246575343,2.6806930693069306,1.7764026402640265,2.5074257425742577,0.6944123350957914
467,argos,"A tool to measure consumption of a given Docker command and see its performance evolution. Argos is able to measure CPU, memory and network usage of Docker containers for a given command. By measuring resource consumption of dockerized E2E tests, Argos allows to compare the consumption of an app between its different versions.",marmelab,https://github.com/marmelab/argos.git,github,,Computation and Communication,"2020/12/03, 16:07:25",58.0,0.0,9.0,True,JavaScript,marmelab,marmelab,"JavaScript,Makefile,HTML,Dockerfile",,"2020/02/19, 17:20:17",919.0,BSD-3-Clause,0.0,147.0,"2022/04/12, 23:48:07",22.0,53.0,53.0,11.0,136.0,21.0,0.0,0.4186046511627906,,,0.0,4.0,False,,False,False,,,https://github.com/marmelab,http://marmelab.com,France,,,https://avatars.githubusercontent.com/u/3116319?v=4,,,,2.5178082191780824,1.3564356435643563,1.1402640264026402,1.4397689768976898,0.3928792529613852
469,patch-node,The road to global carbon-neutrality will be through programmatic compensation.,patch-technology,https://github.com/patch-technology/patch-node.git,github,"javascript,carbon,carbon-offsetting,carbon-emissions,carbon-neutral,carbon-offsets",Computation and Communication,"2022/08/11, 00:13:01",67.0,4.0,11.0,True,JavaScript,Patch,patch-technology,"JavaScript,Makefile,Dockerfile",https://www.patch.io,"2020/07/26, 23:18:20",761.0,BSD-3-Clause,40.0,91.0,"2022/08/15, 15:50:43",0.0,78.0,78.0,42.0,12.0,0.0,2.8,0.696629213483146,"2022/08/11, 00:44:12",1.24.2,0.0,13.0,False,,False,False,"edendao/members-app,CarbonBlocks/patch_purchase,myang1834/OffsetsProject,pcothenet/patch-subscription",,https://github.com/patch-technology,https://patch.io,San Francisco,,,https://avatars.githubusercontent.com/u/63677591?v=4,,,,2.084931506849315,2.42986798679868,2.6064356435643563,1.9372937293729373,0.7134164379440255
470,co2.js,"A npm module for accessing the green web API, and estimating the carbon emissions from using digital services.",thegreenwebfoundation,https://github.com/thegreenwebfoundation/co2.js.git,github,,Computation and Communication,"2022/08/17, 19:03:38",104.0,13.0,73.0,True,JavaScript,The Green Web Foundation,thegreenwebfoundation,"JavaScript,HTML,Shell",,"2020/02/23, 19:39:37",915.0,Apache-2.0,153.0,240.0,"2022/08/18, 05:52:06",14.0,73.0,86.0,59.0,9.0,3.0,0.8,0.3151515151515152,"2022/08/17, 19:30:22",v0.10.4,1.0,10.0,False,,False,False,"fershad/co2js-cloudflare-worker-api,Karaka-Management/Karaka,Bismilla1/browserperformance,Stanislav1975/sitespeed.io,aleksey-nalivaiko/sitespeed,akant6/test_plugin,digitalist-se/sitespeed.io,rishisharma108/sitespeed,Organic-Basics/ob-low-impact-website,martinjackson/cajs-presentation-2020-April,Leadwise/Sitespeed,sitespeedio/sitespeed.io,Greening-Digital/greenspeed",,https://github.com/thegreenwebfoundation,https://www.thegreenwebfoundation.org,The Internet,,,https://avatars.githubusercontent.com/u/8995024?v=4,,,,2.506849315068493,2.6815181518151814,1.8745874587458746,2.033828382838284,0.6658368445331956
