project_name,oneliner,git_namespace,git_url,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
emonpi,"The OpenEnergyMonitor system has the capability to monitor electrical energy use / generation, temperature and humidity.",openenergymonitor,https://github.com/openenergymonitor/emonpi.git,"emonpi,hardware-designs,raspberry-pi,energy-monitor,arduino,emoncms",Energy Monitoring and Control,"2021/11/08, 15:51:08",227,0,30,true,C++,OpenEnergyMonitor,openenergymonitor,"C++,Shell,Python,C,PHP,Makefile",https://guide.openenergymonitor.org/setup,"2015/02/13, 22:57:13",MIT,7,1460,"2021/10/17, 10:26:37",11,83,122,1,0.0,0.22629695885509837,"2021/09/21, 16:43:35",2.9.4,0,17,false,,false,false,https://avatars.githubusercontent.com/u/758944?v=4,
EmonLib,Arduino Energy Monitoring Library.,openenergymonitor,https://github.com/openenergymonitor/EmonLib.git,,Energy Monitoring and Control,"2021/11/18, 11:37:46",479,0,55,false,C++,openenergymonitor,OpenEnergyMonitor,C++,openenergymonitor.org,"2012/02/27, 22:24:43",AGPL-3.0,0,55,"2020/05/17, 00:01:46",24,19,42,6,0.0,0.2894736842105263,,,0,11,false,,false,false,https://avatars.githubusercontent.com/u/758944?v=4,
Emoncms,"A powerful open source web application for processing, logging and visualizing energy, temperature and other environmental data.",emoncms,https://github.com/emoncms/emoncms.git,"emoncms,php,openenergymonitor,energy-monitor,dashboards,sustainability",Energy Monitoring and Control,"2021/11/26, 20:58:45",1020,0,83,true,PHP,Emoncms,emoncms,"PHP,JavaScript,CSS,HTML,Shell,Python,Makefile",https://emoncms.org,"2012/10/15, 20:28:36",CUSTOM,408,4687,"2021/11/26, 11:28:00",116,1016,1644,20,0.0,0.7902552204176334,"2021/09/22, 11:59:17",10.8.5,0,110,false,,false,false,https://avatars.githubusercontent.com/u/2532311?v=4,
FlexMeasures,"A platform for building energy flexibility services with forecasting and scheduling, written in Python & offering a USEF-conform API.",SeitaBV,https://github.com/SeitaBV/flexmeasures.git,"energy,energy-data,energy-flexibility",Energy Monitoring and Control,"2021/11/24, 10:12:28",40,0,40,true,Python,Seita BV,SeitaBV,"Python,HTML,JavaScript,CSS,Shell,Jinja,Makefile,Mako",https://flexmeasures.io,"2020/12/04, 13:11:50",Apache-2.0,186,680,"2021/11/15, 13:49:33",40,140,206,2,3.4,0.495114006514658,"2021/11/08, 19:25:28",v0.7.1,5,4,false,,false,false,https://avatars.githubusercontent.com/u/43065362?v=4,
STM32 Energy Monitoring,"The following resources are a work in progress guide to using the STM32 platform for energy monitoring, being written as part of development work into the next generation of OpenEnergyMonitor hardware.",openenergymonitor,https://github.com/openenergymonitor/STM32.git,,Energy Monitoring and Control,"2021/10/18, 21:28:24",49,0,12,true,C++,openenergymonitor,OpenEnergyMonitor,"C++,C,Assembly,Makefile,Rich Text Format,Shell,Python",,"2018/03/17, 09:39:37",Apache-2.0,24,383,"2021/04/09, 16:45:39",0,17,19,0,0.0,0.25409836065573765,,,0,3,false,,false,false,https://avatars.githubusercontent.com/u/758944?v=4,
SimBench,The objective of the research project SimBench is the development of a benchmark dataset to support research in grid planning and operation.,e2nIEE,https://github.com/e2nIEE/simbench.git,,Energy Distribution and Grids,"2021/11/26, 10:43:07",46,6,16,true,Python,e2nIEE,,Python,https://simbench.de/en/,"2019/05/13, 14:10:08",CUSTOM,19,69,"2021/11/26, 10:42:57",2,1,17,0,0.0,0.0,"2021/11/26, 10:45:03",v1.3.0,0,1,false,,false,true,https://avatars.githubusercontent.com/u/40853245?v=4,"maximilianboehm/ba_boehm,m-junaidaslam/Pandapower-Youtube-Tutorials,nitbharambe/cap-map,Pyosch/vpplib,tkarndt/commtailment,Jst3p/ASCIIDeluxe"
Egret,A Python-based package for electrical grid optimization based on the Pyomo optimization modeling language.,grid-parity-exchange,https://github.com/grid-parity-exchange/Egret.git,"snl-applications,snl-science-libs,optimization,python,power,milp,nlp,minlp,energy-system,powerflow",Energy Distribution and Grids,"2021/11/22, 23:25:46",67,0,23,true,Python,Grid Parity Exchange,grid-parity-exchange,Python,,"2019/01/28, 18:41:03",CUSTOM,168,918,"2021/11/16, 03:01:08",38,179,214,1,1.1,0.42071197411003236,,,0,13,false,,false,true,https://avatars.githubusercontent.com/u/47119915?v=4,
PyPSA-Eur,An Open Optimization Model of the European Transmission System.,PyPSA,https://github.com/PyPSA/pypsa-eur.git,"snakemake,energy,energy-system,power-systems,energy-model,pypsa,energy-system-model,energy-systems",Energy Distribution and Grids,"2021/11/12, 06:50:40",103,0,40,true,Python,PyPSA,,"Python,Shell",https://pypsa-eur.readthedocs.io/,"2017/10/11, 23:54:41",CUSTOM,94,661,"2021/11/10, 13:55:45",47,159,247,10,0.8,0.5979202772963605,"2021/09/22, 15:34:13",v0.4.0,0,15,false,,false,false,https://avatars.githubusercontent.com/u/32890768?v=4,
Energy Transition Engine,Calculation engine for the Energy Transition Model.,quintel,https://github.com/quintel/etengine.git,,Energy Distribution and Grids,"2021/11/10, 16:55:52",11,0,1,true,Ruby,Quintel Intelligence,quintel,"Ruby,Haml,Sass,CoffeeScript,HTML,JavaScript,SCSS,Shell,Dockerfile",https://pro.energytransitionmodel.com,"2011/05/03, 08:55:40",MIT,198,4769,"2021/11/17, 18:12:17",12,327,1193,1,0.6,0.5409686262564728,,,0,28,false,,false,false,https://avatars.githubusercontent.com/u/2242291?v=4,
ETM Pro,Professional interface of the Energy Transition model.,quintel,https://github.com/quintel/etmodel.git,,Energy Distribution and Grids,"2021/11/05, 16:54:58",20,0,4,true,Ruby,quintel,Quintel Intelligence,"Ruby,CoffeeScript,JavaScript,Haml,Sass,Liquid,HTML,TypeScript,Dockerfile,SCSS,Shell",pro.energytransitionmodel.com,"2011/05/03, 08:55:13",MIT,628,8007,"2021/11/22, 17:45:32",55,874,3799,2,0.6,0.604526364909006,"2021/09/07, 11:51:04",production-2021-09-07,0,34,false,,false,false,https://avatars.githubusercontent.com/u/2242291?v=4,
Open Smart Grid Platform,"An open, generic, scalable and independent 'Internet of Things' platform, which enables various connected smart objects in the public space to be easily controlled and monitored.",OSGP,https://github.com/OSGP/open-smart-grid-platform.git,"iot-platform,smartmetering,public-lighting,distribution-automation,dlms,iec61850,oslp,cucumber-tests,java,springframework",Energy Distribution and Grids,"2021/11/26, 10:52:15",70,0,22,true,Java,Grid eXchange Fabric (GXF): formerly known as the Open Smart Grid Platform,OSGP,"Java,Gherkin,Groovy,Shell,PLpgSQL,Dockerfile",https://www.lfenergy.org/projects/gxf/,"2018/10/23, 09:41:12",Apache-2.0,908,13968,"2021/11/26, 10:52:16",20,724,724,20,5.6,0.8440586001085187,"2021/03/18, 10:36:11",v5.9.1,0,62,false,,false,true,https://avatars.githubusercontent.com/u/11352045?v=4,
PowerModels.jl,Designed to enable computational evaluation of emerging power network formulations and algorithms in a common platform.,lanl-ansi,https://github.com/lanl-ansi/PowerModels.jl.git,"optimization,network,power-network,optimal-power-flow",Energy Distribution and Grids,"2021/11/26, 08:02:01",228,0,61,true,Julia,lanl-ansi,advanced network science initiative,"Julia,MATLAB",https://lanl-ansi.github.io/PowerModels.jl/stable/,"2016/08/01, 20:30:54",CUSTOM,33,918,"2021/11/24, 19:56:50",85,382,715,0,0.3,0.16043425814234014,"2021/11/24, 20:12:56",v0.19.1,0,22,false,,false,true,https://avatars.githubusercontent.com/u/17053288?v=4,
PowerModelsAnnex.jl,An extension of PowerModels.jl that provides a home for open source sharing of preliminary and/or exploratory methods in power system optimization.,lanl-ansi,https://github.com/lanl-ansi/PowerModelsAnnex.jl.git,"optimization,network,power-network,optimal-power-flow",Energy Distribution and Grids,"2021/11/24, 20:14:33",11,0,1,true,Julia,lanl-ansi,advanced network science initiative,Julia,,"2017/07/27, 17:16:19",CUSTOM,9,142,"2021/11/24, 20:57:24",7,68,87,1,0.0,0.19512195121951215,"2021/11/24, 21:00:09",v0.8.1,0,12,false,,false,false,https://avatars.githubusercontent.com/u/17053288?v=4,
Power Grid Lib,This benchmark library is curated and maintained by the IEEE PES Task Force on Benchmarks for Validation of Emerging Power System Algorithms and is designed to evaluate a well established version of the the AC Optimal Power Flow problem.,power-grid-lib,https://github.com/power-grid-lib/pglib-opf.git,"optimal-power-flow,matpower,benchmark,dataset",Energy Distribution and Grids,"2021/11/25, 14:17:27",147,0,52,true,MATLAB,A Library of IEEE PES Power Grid Benchmarks,power-grid-lib,"MATLAB,TeX",,"2017/06/27, 19:02:06",CUSTOM,1,13,"2021/07/30, 03:06:47",9,9,24,0,0.0,0.0,"2021/07/30, 03:15:02",v21.07,0,1,false,,false,false,https://avatars.githubusercontent.com/u/21188896?v=4,
pypownet,A power network simulator with a Reinforcement Learning-focused usage.,MarvinLer,https://github.com/MarvinLer/pypownet.git,"power-network,reinforcement-learning,simulator,powergrid,reinforcement-learning-environments,gym-environments",Energy Distribution and Grids,"2021/09/27, 17:07:59",78,0,18,true,Python,A Library of IEEE PES Power Grid Benchmarks,,"Python,Dockerfile",https://pypownet.readthedocs.io/,"2018/08/03, 11:03:55",LGPL-3.0,2,314,"2021/04/20, 18:44:34",2,9,49,0,0.0,0.020477815699658675,"2020/10/26, 19:34:05",v2.2.9,0,4,false,,true,false,https://avatars.githubusercontent.com/u/21188896?v=4,
Grid2Op,A testbed platform to model sequential decision making in power systems.,rte-france,https://github.com/rte-france/Grid2Op.git,"grid2op,reinforcement-learning,reinforcement-learning-environments,powergrid,powergrid-operation,gym-environments",Energy Distribution and Grids,"2021/11/21, 19:34:21",136,13,62,true,Python,Réseau de transport d'électricité,rte-france,"Python,Jupyter Notebook,Dockerfile,Shell,Makefile",https://grid2op.readthedocs.io/,"2019/10/10, 17:04:46",MPL-2.0,359,1875,"2021/11/08, 09:41:50",20,93,239,0,0.2,0.3906359189378057,"2021/11/08, 09:44:26",v1.6.4,0,10,false,,false,false,https://avatars.githubusercontent.com/u/19531752?v=4,"eh-tien/L2RPN_submission_simple,sunghoonhong/L2RPN-WCCI-2020-Winner,rte-france/grid2viz,AsprinChina/L2RPN_NIPS_2020_a_PPO_Solution,mugoh/l2rpn,vinault/Grid2Kpi,EfimovIN/L2RPN,ZM-Learn/L2RPN_WCCI_a_Solution,vermashresth/power-grid-neurips,roksikonja/thesis-code,BDonnot/ChroniX2Grid,BDonnot/lightsim2grid,BDonnot/data_generation"
eDisGo,Optimization of flexibility options and grid expansion for distribution grids based on PyPSA.,openego,https://github.com/openego/eDisGo.git,,Energy Distribution and Grids,"2021/11/25, 07:06:50",24,2,3,true,Python,,openego,"Python,Julia,MATLAB",,"2017/04/05, 12:16:17",AGPL-3.0,109,2426,"2021/11/10, 10:21:08",29,51,183,3,0.2,0.37836411609498677,"2021/07/27, 06:43:01",v0.1.0,0,11,false,,false,false,https://avatars.githubusercontent.com/u/15909192?v=4,"windnode/WindNODE_ABW,openego/eGo"
offgridders,"Models and optimizes capacity & dispatch of electricity supply systems, off-grid or connected to a (weak) central grid.",rl-institut,https://github.com/rl-institut/offgridders.git,,Energy Distribution and Grids,"2021/08/26, 07:51:27",10,0,3,true,Python,rl-institut,Reiner Lemoine Institut,Python,,"2018/10/16, 15:06:05",GPL-3.0,12,1228,"2021/08/26, 10:23:24",38,87,126,3,0.3,0.338150289017341,"2020/11/07, 11:43:28",v4.6.1,2,5,false,,false,true,https://avatars.githubusercontent.com/u/18393972?v=4,
RTS-GMLC,Reliability Test System of the Grid Modernization Lab Consortium.,GridMod,https://github.com/GridMod/RTS-GMLC.git,"rts,energy-system,energy-data,power-systems,power-systems-analysis,matpower",Energy Distribution and Grids,"2021/11/22, 06:54:06",100,0,29,true,HTML,,GridMod,"HTML,Jupyter Notebook,Python,MATLAB,R",,"2017/01/13, 22:10:37",GPL-3.0,5,455,"2021/11/08, 19:35:41",18,26,120,0,0.6,0.5457227138643068,"2021/02/04, 20:18:51",v0.2.1,0,15,false,,false,true,https://avatars.githubusercontent.com/u/23124369?v=4,
openmodelica-microgrid-gym,An OpenAI Gym Environment for Microgrids.,upb-lea,https://github.com/upb-lea/openmodelica-microgrid-gym.git,"reinforcement-learning,openai-gym,openai-gym-environments,machine-learning,control,simulation,modelica,openmodelica,power-electronics,power-systems,microgrid,energy-system-modeling,power-supply,smart-grids,engineering,electrical-engineering,python",Energy Distribution and Grids,"2021/11/09, 14:14:41",95,0,39,true,Modelica,upb-lea,Paderborn University - LEA,"Modelica,Python,Makefile",,"2020/04/15, 10:45:50",GPL-3.0,22,570,"2021/05/18, 14:32:03",11,54,124,0,0.8,0.47058823529411764,"2020/12/18, 19:12:19",v0.3.0,0,5,false,,false,true,https://avatars.githubusercontent.com/u/55782224?v=4,
PowerDynamics.jl,Provides all the tools you need to create a dynamic power grid model and analyze it.,JuliaEnergy,https://github.com/JuliaEnergy/PowerDynamics.jl.git,,Energy Distribution and Grids,"2021/11/02, 14:19:36",58,0,17,true,Julia,JuliaEnergy,JuliaEnergy,"Julia,Makefile",https://juliaenergy.github.io/PowerDynamics.jl/latest/,"2018/10/10, 13:31:25",GPL-3.0,31,307,"2021/11/02, 14:19:32",10,121,167,3,1.1,0.6479400749063671,"2021/08/12, 15:07:07",v2.5.1,1,16,false,,false,false,https://avatars.githubusercontent.com/u/42609159?v=4,
InfrastructureSystems.jl,Provides utilities to support data models for infrastructure modeling in NREL-SIIP.,NREL-SIIP,https://github.com/NREL-SIIP/InfrastructureSystems.jl.git,"julia,nrel,siip",Energy Distribution and Grids,"2021/11/20, 20:33:56",26,0,12,true,Julia,NREL-SIIP,NREL-SIIP,Julia,,"2019/08/16, 19:31:11",BSD-3-Clause,211,1351,"2021/11/20, 20:33:40",2,244,265,0,1.4,0.4470802919708029,"2021/11/20, 20:49:42",v1.14.3,0,12,false,,false,true,https://avatars.githubusercontent.com/u/44615001?v=4,
GridCal,Aims to be a complete platform for power systems research and simulation.,SanPen,https://github.com/SanPen/GridCal.git,"simulation,python,powerflow,electrical-engineering,electrical,helm,linux,osx,windows,newton-raphson,levenberg-marquardt,latin-hypercube,monte-carlo-simulation,cim,comon-information-model,stochastic-power-flow,grid,transformers,multi-terminal,acdc",Energy Distribution and Grids,"2021/11/22, 13:41:57",241,2,67,true,Python,NREL-SIIP,,"Python,MATLAB,PostScript,TeX,Jupyter Notebook,C++,HTML,Cython,Shell,Batchfile",,"2016/01/13, 15:40:10",GPL-3.0,427,2054,"2021/11/22, 13:41:58",1,75,140,0,0.0,0.1496276235612729,"2021/09/14, 20:48:53",4.2.0,0,9,false,,false,true,https://avatars.githubusercontent.com/u/44615001?v=4,"SanPen/GridCalTutorials,SanPen/GridCalUI"
origin,A set of toolkits that together provide a system for issuance and management of Energy Attribute Certificates.,energywebfoundation,https://github.com/energywebfoundation/origin.git,,Energy Distribution and Grids,"2021/11/26, 16:55:19",67,0,26,true,TypeScript,Energy Web Foundation,energywebfoundation,"TypeScript,Solidity,JavaScript,Shell,Dockerfile,Makefile,HTML",https://energyweb.org/technology/ew-origin/,"2019/08/14, 14:06:18",GPL-3.0,2168,7227,"2021/11/25, 15:40:33",32,3075,3116,17,1.5,0.7008500633025864,"2021/09/17, 09:35:30",@energyweb/origin-ui-exchange-logic@0.1.0,2,32,false,,false,true,https://avatars.githubusercontent.com/u/32361864?v=4,
Grid Singularity Energy Exchange Engine (D3A),"An interface to download and deploy interconnected, grid-aware energy marketplaces.",gridsingularity,https://github.com/gridsingularity/gsy-e.git,,Energy Distribution and Grids,"2021/11/26, 14:47:49",60,0,27,true,Python,Grid Singularity,gridsingularity,"Python,HTML,SCSS,JavaScript,Gherkin,CSS,Shell,Makefile,Dockerfile",,"2016/11/09, 14:01:56",GPL-3.0,1304,7483,"2021/11/25, 17:25:02",5,1296,1318,5,4.1,0.7555844719149859,"2021/07/08, 12:36:33",v1.0.0,0,24,false,,true,true,https://avatars.githubusercontent.com/u/15871858?v=4,
APIS,Build a microgrid that utilizes variable renewable energy as the main power source and enhances the resilience of the power system.,SonyCSL,https://github.com/SonyCSL/APIS.git,,Energy Distribution and Grids,"2021/10/13, 09:13:06",23,0,23,true,Makefile,"Sony Computer Science Laboratories, Inc.",SonyCSL,"Makefile,Shell",,"2020/09/29, 15:18:57",Apache-2.0,5,178,"2020/10/16, 14:03:15",0,1,1,0,0.0,0.0,,,0,1,false,,false,false,https://avatars.githubusercontent.com/u/2343888?v=4,
pymgrid,A Python library to generate and simulate a large number of microgrids.,Total-RD,https://github.com/Total-RD/pymgrid.git,"microgrid,reinforcement-learning,control,energy-management-systems,microgrid-model",Energy Distribution and Grids,"2021/11/07, 12:28:50",76,0,72,true,Jupyter Notebook,Total-R&D,Total-RD,"Jupyter Notebook,Python",,"2020/03/18, 23:37:39",LGPL-3.0,45,374,"2021/06/29, 16:43:19",9,47,83,0,0.0,0.3096774193548387,,,0,6,false,,false,true,https://avatars.githubusercontent.com/u/61286436?v=4,
OPEN,"The framework combines distributed energy resource modelling (e.g. for PV generation sources, battery energy storage systems, electric vehicles), energy market modelling, power flow simulation and multi-period optimisation for scheduling flexible energy resources.",EPGOxford,https://github.com/EPGOxford/OPEN.git,,Energy Distribution and Grids,"2021/11/23, 21:26:20",34,0,18,false,Python,Energy and Power Group,EPGOxford,Python,,"2019/12/02, 18:54:17",Apache-2.0,0,6,"2020/01/06, 11:18:35",1,2,2,1,0.0,0.16666666666666663,,,0,2,false,,false,false,https://avatars.githubusercontent.com/u/54850669?v=4,
GridLAB-D,A distribution level power system simulator designed to allow users to create and analyze smart grid technologies.,slacgismo,https://github.com/slacgismo/gridlabd.git,"power-systems-analysis,power-systems,smartgrid,power-simulator,grid-simulation,transactive-energy",Energy Distribution and Grids,"2021/11/11, 15:45:02",17,0,4,true,C++,slacgismo,SLAC GISMo,"C++,Python,HTML,Jupyter Notebook,XSLT,C,Shell,M4,Makefile,JavaScript,Batchfile,CSS,Awk,PHP,Hack,TeX,MATLAB,Dockerfile",,"2016/12/16, 17:19:39",CUSTOM,177,4943,"2021/11/05, 22:48:55",129,621,904,11,0.9,0.3054755043227666,"2021/11/05, 23:06:59",4.2.28,0,25,false,,false,true,https://avatars.githubusercontent.com/u/19895500?v=4,
